StationID_Master	clust	StressSampleDate	RespSampleDate	ChemSampleID	BMISampID	Quality	CSCI	HighDur	HighNum	MaxMonthQ	NoDisturb	Q99	QmaxIDR	RBI	AFDM_algae_particulate_g_m2	Alkalinity_CaCO3_f_mg_L	Alkalinity_CaCO3_uf_mg_L	Aluminum_f_ug_L	Aluminum_tot_mg_kg_dw	Aluminum_uf_ug_L	ANC_ueq_L	Antimony_f_ug_L	Antimony_uf_ug_L	Arsenic_f_ug_L	Arsenic_tot_mg_kg_dw	Arsenic_uf_ug_L	Azinphos_Methyl_ug_L	Barium_f_ug_L	Barium_uf_ug_L	Benz_a_anthracene_ug_L	Benzo_a_pyrene_ug_L	Benzo_k_fluoranthene_ug_L	Bifenthrin_tot_ng_g_dw	Bifenthrin_ug_L	Boron_uf_mg_L	Bromodichloromethane_ug_L	Cadmium_f_ug_L	Cadmium_tot_mg_kg_dw	Cadmium_uf_ug_L	Caffeine_ug_L	Calcium_f_mg_L	Calcium_uf_mg_L	Carbophenothion_ug_L	Chlor_a_particulate_mg_m2	Chlor_a_particulate_ug_L	Chlordene_cis_ug_L	Chlordene_trans_ug_L	Chloride_f_mg_L	Chloroform_ug_L	Chlorpyrifos_ug_L	Chromium_f_ug_L	Chromium_tot_mg_kg_dw	Chromium_ug_L	Chrysene_ug_L	Clay_LT0_0039mm_pct	Clay_LT0_005mm_pct	Cobalt_f_ug_L	Cobalt_uf_ug_L	Copper_f_ug_L	Copper_tot_mg_kg_dw	Copper_uf_ug_L	Coumaphos_ug_L	Cyfluthrin_tot_ng_g_dw	Cyfluthrin_Total_ug_L	Cyhalothrin_lambda_tot_ng_g_dw	Cyhalothrin_Total_lambda_ug_L	Cypermethrin_tot_ng_g_dw	Cypermethrin_Total_ug_L	Dacthal_tot_ng_g_dw	Dacthal_ug_L	DDD_o_pprime_ug_L	DDD_p_pprime_ug_L	DDE_p_pprime_ug_L	DDT_p_pprime_tot_ng_g_dw	DDT_p_pprime_ug_L	Deltamethrin_Tralomethrin_ug_L	Deltamethrin_ug_L	DeltamethrinTralomethrine_tot_ng_g_dw	Demeton_s_ug_L	Diazinon_ug_L	Dibromochloromethane_ug_L	DIC_f_mg_L	Dichlofenthion_ug_L	Dicrotophos_ug_L	Dieldrin_ug_L	Dimethoate_ug_L	Dioxathion_ug_L	Disulfoton_ug_L	DOC_f_mg_L	E_coli_MPN_100mL	Endosulfan_II_ug_L	Endosulfan_Sulfate_ug_L	Endrin_Aldehyde_ug_L	Endrin_Ketone_ug_L	Enterococcus_MPN_100mL	Esfenvalerate_Fenvalerate_Total_ug_L	EsfenvalerateFenvalerate_tot_ng_g_dw	Ev_FlowHab_score	FecalColiform_MPN_100mL	Fenpropathrin_tot_ng_g_dw	Fenpropathrin_ug_L	Fenthion_ug_L	Fluoride_mg_L	Gravel_4_75_LT75mm_pct	H_AqHab_score	H_SubNat_score	Hardness_CaCO3_f_mg_L	Hardness_CaCO3_uf_mg_L	HCH_beta_ug_L	HCH_delta_ug_L	HCH_gamma_ug_L	Hexachlorobenzene_ug_L	IPI	Iron_f_ug_L	Iron_uf_ug_L	Lead_f_ug_L	Lead_tot_mg_kg_dw	Lead_uf_ug_L	Magnesium_f_mg_L	Magnesium_uf_mg_L	Malathion_ug_L	Manganese_f_ug_L	Manganese_tot_mg_kg_dw	Manganese_uf_ug_L	Mercury_f_ng_L	Mercury_ng_L	Mercury_tot_mg_kg_dw	Methoxychlor_ug_L	Mevinphos_ug_L	Molybdenum_f_ug_L	Molybdenum_uf_ug_L	Naled_ug_L	NH3_N_f_mg_L	NH3_N_uf_mg_L	Nickel_f_ug_L	Nickel_tot_mg_kg_dw	Nickel_uf_ug_L	NO2_N_f_mg_L	NO2_N_mg_L	NO3_N_f_mg_L	NO3_N_mg_L	NO3_N_uf_mg_L	NO3NO2_N_f_mg_L	NO3NO2_N_mg_L	NO3NO2_N_uf_mg_L	Nonachlor_cis_ug_L	Nonachlor_trans_ng_g_dw	Nonachlor_trans_ug_L	Oxadiazon_ug_L	Oxychlordane_ug_L	P_uf_mg_L	Parathion_Ethyl_ug_L	Parathion_Methyl_ug_L	PCB008_ug_L	PCB015_ug_L	PCB018_ug_L	PCB027_ug_L	PCB029_ug_L	PCB031_ug_L	PCB033_ug_L	PCB044_ug_L	PCB049_ug_L	PCB052_ng_g_dw	PCB052_ug_L	PCB056_ug_L	PCB060_ug_L	PCB066_ug_L	PCB095_ug_L	PCB097_ug_L	PCB099_ug_L	PCB101_ug_L	PCB105_ug_L	PCB110_ng_g_dw	PCB110_ug_L	PCB114_ug_L	PCB118_ng_g_dw	PCB118_ug_L	PCB128_ug_L	PCB137_ug_L	PCB138_ug_L	PCB141_ug_L	PCB149_ug_L	PCB151_ug_L	PCB153_ug_L	PCB156_ug_L	PCB157_ug_L	PCB158_ug_L	PCB170_ug_L	PCB183_ug_L	PCB187_ug_L	PCB189_ug_L	PCB194_ug_L	PCB195_ug_L	PCB200_ug_L	PCB201_ug_L	PCB203_ug_L	PCB206_ug_L	PCB209_ug_L	PCT_SAFN_score	Permethrin_cis_ng_g_dw	Permethrin_cis_ug_L	Permethrin_trans_ng_g_dw	Permethrin_trans_ug_L	pH_SU	Phenanthrene_ug_L	Pheophytin_a_particulate_ug_L	Phorate_ug_L	Phosphamidon_ug_L	PO4_P_f_mg_L	Potassium_f_mg_L	Potassium_uf_mg_L	Sand_0_0625_LT2mm_pct	SandCoarse_2_LT4_75mm_pct	SandFine_0_075_LT0_425mm_pct	SandMed_0_425_LT2mm_pct	Selenium_f_ug_L	Selenium_ug_L	Silica_SiO2_f_mg_L	Silica_SiO2_uf_mg_L	Silt_0_0039_LT0_0625mm_pct	Silt_0_005_LT0_075mm_pct	Silver_f_ug_L	Silver_tot_mg_kg_dw	Silver_uf_ug_L	Sodium_f_mg_L	Sodium_uf_mg_L	SpecificConductivity_uS_cm	Strontium_f_ug_L	Strontium_uf_ug_L	Sulfate_f_mg_L	SuspendedSediment_particulate_mg_L	TDS_f_mg_L	Tedion_ug_L	Terbufos_ug_L	Tetrachloroethylene_ug_L	Tetrachlorvinphos_ug_L	Thallium_f_ug_L	Thallium_uf_ug_L	Thiobencarb_ug_L	Tin_f_ug_L	Tin_uf_ug_L	Titanium_f_ug_L	Titanium_uf_ug_L	TKN_uf_mg_L	TN_mg_L	TN_uf_mg_L	TOC_pct_dw	TOC_uf_mg_L	Toluene_ug_L	TotalColiform_MPN_100mL	TotalMicrocystins_particulate_ug_L	TotalMicrocystins_particulate_ug_m2	Trichloronate_ug_L	Trimethylnaphthalene_235_ug_L	TSS_particulate_mg_L	Turbidity_NTU	Vanadium_f_ug_L	Vanadium_uf_ug_L	XCMG_score	Zinc_f_ug_L	Zinc_tot_mg_kg_dw	Zinc_uf_ug_L
404S45745	2	6/18/2013	6/18/2013	404S45745_2013-06-18	404S45745_6/18/2013_BMI_RWB_1	Good	0.860828674	NA	NA	NA	NA	NA	NA	NA	71.2	317	NA	NA	NA	NA	NA	NA	NA	1.54	0.56	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	0.47	0.03	NA	NA	NA	NA	56.6	NA	NA	NA	84.5	NA	NA	0.11	18.9	NA	NA	6.5	NA	NA	NA	0.4	4.31	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	0.88	1	NA	557	NA	NA	NA	NA	1.17	NA	NA	NA	0.47	NA	NA	NA	NA	1.68	99.7	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037	3.36	13.1	3.26	NA	NA	NA	NA	0.0063	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0494	NA	NA	52.5	NA	NA	NA	1.21	1.06	34.7	NA	40.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	243	2.9	810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0848	12.01	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	0.86	0.5	14.7	NA
404S48200	2	6/18/2013	6/18/2013	404S48200_2013-06-18	404S48200_6/18/2013_BMI_RWB_1	Good	1.051438227	NA	NA	NA	NA	NA	NA	NA	17.6	309	NA	NA	NA	NA	NA	NA	NA	1.57	2.59	1.56	NA	NA	NA	NA	NA	NA	0.443	NA	NA	NA	0.02	0.84	0.02	NA	NA	NA	NA	12.5	NA	NA	NA	79.8	NA	NA	0.11	102	NA	NA	5.5	NA	NA	NA	0.39	28.6	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	0.82	1	NA	599	NA	NA	NA	NA	1.07	NA	NA	NA	1.82	NA	NA	NA	NA	2.56	451	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.38	62	3.33	NA	NA	NA	NA	0.0072	NA	NA	NA	NA	NA	NA	NA	NA	0.0131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.051	NA	NA	48.7	NA	NA	NA	1.51	0.95	33.5	NA	45.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	231	NA	850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.118	13.68	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	0.82	0.51	60.7	NA
404SMB001	2	3/4/2003	3/4/2003	404SMB001_2003-03-04	404SMB001_3/4/2003_BMI_CSBP_Trans_1	Good	1.113524842	NA	NA	NA	NA	NA	NA	NA	NA	263	NA	1.15	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	0.075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	0.196	NA	NA	NA	NA	330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA	0.0579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0172	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127	NA	488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.2698	NA	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA
404VCLSCU	2	6/6/2006	6/6/2006	404VCLSCU_2006-06-06	404VCLSCU_6/6/2006_BMI_TRC_1	Good	0.798563879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.7	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	0.727	NA	NA	48.45	NA	NA	NA	NA	7.22	NA	NA	NA	NA	NA	NA	NA	3.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	NA	NA	NA	NA	NA	3.22	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	NA	NA	NA	NA	NA	NA	NA	2.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	216.5	7.438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69
405BRCAMS	6	6/7/2011	6/7/2011	405BRCAMS_2011-06-07	405BRCAMS_6/7/2011_BMI_RWB_1	Good	1.252667982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.95	NA	NA	NA	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	0.65	0.96	NA	101	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0694	NA	NA	NA	NA	NA	NA	0.00785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0206	NA	NA	NA	NA	NA	NA	NA	NA	26.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.124	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	0.76	NA	NA	NA
405BRCASG	6	4/22/2015	4/22/2015	405BRCASG_2015-04-22	405BRCASG_4/22/2015_BMI_RWB_1	Good	1.270385618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	4.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	187.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0069	NA	NA	NA	NA	NA	0.0088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0187	NA	NA	NA	NA	NA	NA	NA	NA	23.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0648	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA
405BRCASG	6	5/7/2014	5/7/2014	405BRCASG_2014-05-07	405BRCASG_5/7/2014_BMI_RWB_1	Good	1.264963576	NA	NA	NA	NA	NA	NA	NA	4.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.8	NA	NA	NA	5.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	0.56	0.94	NA	171	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0364	NA	NA	NA	NA	NA	NA	NA	NA	24.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.082	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	0.83	NA	NA	NA
405BRCSGR	6	5/28/2008	5/28/2008	405BRCSGR_2008-05-28	405BRCSGR_5/28/2008_BMI_RWB_1	Good	1.052092475	NA	NA	NA	NA	NA	NA	NA	5.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.65	NA	NA	NA	5.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.87	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	0.87	0.91	135	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0203	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0688	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02255	NA	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA
405CE0280	6	5/31/2006	5/31/2006	405CE0280_2006-05-31	405CE0280_5/31/2006_BMI_RWB_1	Good	1.123538389	-1	0	0.001443571	-178.5	2.16E-05	0.0087	-2.57E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	0.07	0.78	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA
405CE0280	6	5/31/2006	5/31/2006	405CE0280_2006-05-31	405CE0280_5/31/2006_BMI_TRC_1	Good	1.092792606	-1	0	0.001443571	-178.5	2.16E-05	0.0087	-2.57E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	0.07	0.78	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA
405M10598	1	6/30/2015	6/30/2015	405M10598_2015-06-30	405M10598_6/30/2015_BMI_RWB_MCM_1	Degraded	0.348389889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	0.07	0.01	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07	NA	NA	NA
405PS0030	5	5/21/2008	5/21/2008	405PS0030_2008-05-21	405PS0030_5/21/2008_BMI_RWB_1	Good	0.93491212	0	0	-0.00054656	-100.5	-0.000374469	0.02597	-2.40E-08	11.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.33	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	0.93	0.77	172	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0102	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	0.225	NA	NA	NA	NA	NA	NA	NA	0.0103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0102	NA	NA	NA	NA	NA	NA	NA	NA	10.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA
