"FinalID"	"Phylum"	"Class"	"Subclass"	"Order"	"Family"	"Tribe"	"Genus"	"Species"	"Variety"	"Poll_Tol_Class"	"pH_class"	"Salinity_class"	"Nitrogen_Uptake_class"	"Oxygen_class"	"Saprobity_class"	"Trophic_class"	"Moisture_class"	"Motility_class"	"Phosphorus_class"	"Nitrogen_class"	"TaxaGroup"	"GroupName"
"Nitzschia littorea"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"littorea"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia lorenziana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"lorenziana"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia palea var. debilis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"palea"	"debilis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia pura"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"pura"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia rosenstockii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"rosenstockii"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia sigma"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"sigma"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia sinuata var. delognei"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"sinuata"	"delognei"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia sinuata var. tabellaria"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"sinuata"	"tabellaria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia subinflata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"subinflata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia tryblionella var. levidensis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"tryblionella"	"levidensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia umbonata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"umbonata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia valdestriata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"valdestriata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Opephora olsenii"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Opephora"	"olsenii"	""	2	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Opephora"
"Parlibellus"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Berkeleyaceae"	NA	"Parlibellus"	""	""	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Parlibellus"
"Parlibellus protracta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Berkeleyaceae"	NA	"Parlibellus"	"protracta"	""	2	3	3	2	3	2	5	3	"M"	NA	NA	NA	"Parlibellus"
"Pinnularia"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	""	""	3	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Pinnularia"
"Pinnularia borealis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"borealis"	""	2	3	2	2	1	2	2	4	"M"	NA	NA	NA	"Pinnularia"
"Pinnularia interrupta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"interrupta"	""	3	3	1	1	1	1	2	3	"M"	NA	NA	NA	"Pinnularia"
"Pinnularia marchica"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"marchica"	""	3	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Pinnularia"
"Pinnularia obscura"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"obscura"	""	2	3	2	1	1	1	NA	4	"M"	NA	NA	NA	"Pinnularia"
"Pinnularia subcommutata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"subcommutata"	""	3	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Pinnularia"
"Pinnularia subgibba"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"subgibba"	""	3	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Pinnularia"
"Pinnularia abaujensis var. linearis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"abaujensis"	"linearis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia acrosphaeria var. turgidula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"acrosphaeria"	"turgidula"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia biceps var. pusilla"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"biceps"	"pusilla"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia borealis var. rectangularis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"borealis"	"rectangularis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia brebissonii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"brebissonii"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia girdle sp."	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"girdle"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia mesolepta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"mesolepta"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia microstauron"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"microstauron"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia microstauron var. brebissoni"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"microstauron"	"brebissoni"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia subcapitata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"subcapitata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Pinnularia viridis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pinnulariaceae"	NA	"Pinnularia"	"viridis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pinnularia"
"Placoneis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Cymbellaceae"	NA	"Placoneis"	""	""	3	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Placoneis"
"Placoneis abiskoensis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Cymbellaceae"	NA	"Placoneis"	"abiskoensis"	""	3	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Placoneis"
"Placoneis anglophila"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Cymbellaceae"	NA	"Placoneis"	"anglophila"	""	2	4	2	2	1	2	4	2	"M"	NA	NA	NA	"Placoneis"
"Placoneis elginensis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Cymbellaceae"	NA	"Placoneis"	"elginensis"	""	3	4	2	2	2	2	5	3	"M"	NA	NA	NA	"Placoneis"
"Placoneis exigua"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Cymbellaceae"	NA	"Placoneis"	"exigua"	""	3	4	1	1	1	2	5	2	"M"	"H"	NA	NA	"Placoneis"
"Placoneis gastrum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Cymbellaceae"	NA	"Placoneis"	"gastrum"	""	3	4	2	2	2	2	5	1	"M"	NA	NA	NA	"Placoneis"
"Planothidium"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Planothidium"	""	""	2	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Planothidium"
"Planothidium delicatulum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Planothidium"	"delicatulum"	""	2	5	4	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Planothidium"
"Planothidium frequentissimum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Planothidium"	"frequentissimum"	""	2	4	2	2	3	4	7	NA	"N"	NA	"H"	NA	"Planothidium"
"Planothidium granum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Planothidium"	"granum"	""	3	2	1	1	2	1	2	3	"N"	NA	NA	NA	"Planothidium"
"Planothidium haynaldii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Planothidium"	"haynaldii"	""	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Planothidium"
"Planothidium lanceolatum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Planothidium"	"lanceolatum"	""	2	4	2	2	3	3	5	3	"N"	NA	"H"	NA	"Planothidium"
"Planothidium rostratum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Planothidium"	"rostratum"	""	2	4	2	2	3	3	5	3	"N"	NA	NA	NA	"Planothidium"
"Planothidium dubium"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Planothidium"	"dubium"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Planothidium"
"Platessa conspicua"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Platessa"	"conspicua"	""	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Platessa"
"Pleurosigma delicatulum"	NA	NA	NA	NA	NA	NA	"Pleurosigma"	"delicatulum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pleurosigma"
"Pleurosira laevis"	"Heterokontophyta"	"Bacillariophyceae"	"Coscinodiscophycidae"	"Triceratiales"	"Triceratiaceae"	NA	"Pleurosira"	"laevis"	""	2	5	4	NA	NA	1	5	3	"N"	"H"	NA	NA	"Pleurosira"
"Psammothidium"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Psammothidium"	""	""	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psammothidium"
"Psammothidium bioretii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Psammothidium"	"bioretii"	""	3	3	2	1	1	1	3	4	"N"	NA	NA	NA	"Psammothidium"
"Psammothidium lauenburgianum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Psammothidium"	"lauenburgianum"	""	3	3	2	NA	NA	NA	2	NA	"N"	NA	NA	NA	"Psammothidium"
"Psammothidium scoticum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Psammothidium"	"scoticum"	""	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Psammothidium"
"Psammothidium subatomoides"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Psammothidium"	"subatomoides"	""	3	2	1	1	1	1	2	1	"N"	NA	NA	NA	"Psammothidium"
"Pseudofallacia tenera"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Sellaphoraceae"	NA	"Pseudofallacia"	"tenera"	""	1	5	NA	NA	NA	NA	NA	3	"M"	"H"	NA	NA	"Pseudofallacia"
"Pseudostaurosira brevistriata"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Pseudostaurosira"	"brevistriata"	""	3	4	2	1	1	1	7	2	"N"	NA	"L"	NA	"Pseudostaurosira"
"Pseudostaurosira parasitica"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Pseudostaurosira"	"parasitica"	""	2	4	2	1	1	2	4	2	"N"	NA	NA	NA	"Pseudostaurosira"
"Pseudostaurosira parasitica v. subconstricta"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Pseudostaurosira"	"parasitica"	"subconstricta"	2	4	2	1	1	2	4	2	"N"	NA	NA	NA	"Pseudostaurosira"
"Reimeria sinuata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Reimeria"	"sinuata"	""	3	3	2	2	1	2	3	3	"M"	"L"	"L"	NA	"Reimeria"
"Reimeria uniseriata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Reimeria"	"uniseriata"	""	3	3	2	2	1	2	3	NA	"M"	NA	NA	NA	"Reimeria"
"Rhoicosphenia abbreviata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Rhoicospheniaceae"	NA	"Rhoicosphenia"	"abbreviata"	""	3	4	2	2	2	2	5	2	"N"	"H"	"H"	NA	"Rhoicosphenia"
"Rhoicosphenia curvata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Rhoicospheniaceae"	NA	"Rhoicosphenia"	"curvata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Rhoicosphenia"
"Rhopalodia constricta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Rhopalodiales"	"Rhopalodiaceae"	NA	"Rhopalodia"	"constricta"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Rhopalodia"
"Rhopalodia gibba"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Rhopalodiales"	"Rhopalodiaceae"	NA	"Rhopalodia"	"gibba"	""	2	5	2	1	3	2	5	3	"M"	"H"	"L"	NA	"Rhopalodia"
"Rhopalodia operculata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Rhopalodiales"	"Rhopalodiaceae"	NA	"Rhopalodia"	"operculata"	""	1	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Rhopalodia"
"Rhopalodia gibberula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Rhopalodiales"	"Rhopalodiaceae"	NA	"Rhopalodia"	"gibberula"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Rhopalodia"
"Rhopalodia musculus"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Rhopalodiales"	"Rhopalodiaceae"	NA	"Rhopalodia"	"musculus"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Rhopalodia"
"Rossithidium petersenii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Rossithidium"	"petersenii"	""	3	3	1	1	1	1	1	NA	"N"	NA	NA	NA	"Rossithidium"
"Rossithidium pusillum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Rossithidium"	"pusillum"	""	3	3	2	1	1	1	1	NA	"N"	NA	NA	NA	"Rossithidium"
"Sellaphora"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Sellaphoraceae"	NA	"Sellaphora"	""	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Sellaphora"
"Sellaphora bacillum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Sellaphoraceae"	NA	"Sellaphora"	"bacillum"	""	3	4	2	1	2	2	4	2	"M"	NA	NA	NA	"Sellaphora"
"Sellaphora hustedtii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Sellaphoraceae"	NA	"Sellaphora"	"hustedtii"	""	2	2	1	NA	NA	NA	NA	4	"M"	NA	NA	NA	"Sellaphora"
"Sellaphora laevissima"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Sellaphoraceae"	NA	"Sellaphora"	"laevissima"	""	3	3	1	1	1	1	3	2	"M"	NA	NA	NA	"Sellaphora"
"Sellaphora meridionalis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Sellaphoraceae"	NA	"Sellaphora"	"meridionalis"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Sellaphora"
"Sellaphora nigri"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Sellaphoraceae"	NA	"Sellaphora"	"nigri"	""	1	4	2	3	4	4	5	3	"M"	"H"	"H"	NA	"Sellaphora"
"Sellaphora pupula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Sellaphoraceae"	NA	"Sellaphora"	"pupula"	""	2	3	2	2	3	3	4	2	"M"	NA	"H"	NA	"Sellaphora"
"Sellaphora seminulum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Sellaphoraceae"	NA	"Sellaphora"	"seminulum"	""	1	3	2	3	4	4	5	3	"M"	"H"	"H"	NA	"Sellaphora"
"Simonsenia delognei"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Simonsenia"	"delognei"	""	2	NA	3	NA	1	3	5	3	"H"	"H"	NA	NA	"Simonsenia"
"Stauroneis smithii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Stauroneidaceae"	NA	"Stauroneis"	"smithii"	""	2	4	2	2	1	2	7	3	"M"	NA	NA	NA	"Stauroneis"
"Stauroneis thermicola"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Stauroneidaceae"	NA	"Stauroneis"	"thermicola"	""	3	3	2	2	1	2	7	4	"M"	NA	NA	NA	"Stauroneis"
"Stauroneis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Stauroneidaceae"	NA	"Stauroneis"	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stauroneis"
"Stauroneis anceps"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Stauroneidaceae"	NA	"Stauroneis"	"anceps"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stauroneis"
"Stauroneis kriegeri"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Stauroneidaceae"	NA	"Stauroneis"	"kriegeri"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stauroneis"
"Stauroneis obtusa"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Stauroneidaceae"	NA	"Stauroneis"	"obtusa"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stauroneis"
"Stauroneis phoenicenteron"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Stauroneidaceae"	NA	"Stauroneis"	"phoenicenteron"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stauroneis"
"Stauroneis tackei"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Stauroneidaceae"	NA	"Stauroneis"	"tackei"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stauroneis"
"Staurosira"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Staurosira"	""	""	3	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Staurosira"
"Staurosira construens"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Staurosira"	"construens"	""	3	4	2	1	1	2	4	1	"N"	NA	NA	NA	"Staurosira"
"Staurosira construens var. binodis"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Staurosira"	"construens"	"binodis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Staurosira"
"Staurosira construens var. venter"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Staurosira"	"construens"	"venter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Staurosira"
"Staurosirella"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Staurosirella"	""	""	3	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Staurosirella"
"Staurosirella pinnata"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Staurosirella"	"pinnata"	""	3	4	2	2	1	2	7	3	"N"	NA	"L"	NA	"Staurosirella"
"Staurosirella rhomboides"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Staurosirella"	"rhomboides"	""	3	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Staurosirella"
"Stenopterobia curvula"	NA	NA	NA	NA	NA	NA	"Stenopterobia"	"curvula"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stenopterobia"
"Stenopterobia girdle sp."	NA	NA	NA	NA	NA	NA	"Stenopterobia"	"girdle"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stenopterobia"
"Stephanocyclus meneghiniana"	NA	NA	NA	NA	NA	NA	"Stephanocyclus"	"meneghiniana"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stephanocyclus"
"Stephanodiscus niagarae"	NA	NA	NA	NA	NA	NA	"Stephanodiscus"	"niagarae"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stephanodiscus"
"Surirella"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	""	""	2	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Surirella"
"Surirella angusta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"angusta"	""	1	4	2	2	2	2	5	3	"H"	NA	NA	NA	"Surirella"
"Surirella brebissonii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"brebissonii"	""	2	4	3	NA	NA	NA	NA	NA	"H"	"H"	"H"	NA	"Surirella"
"Surirella brebissonii var. kuetzingii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"brebissonii"	"kuetzingii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Surirella"
"Surirella brightwellii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"brightwellii"	""	2	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Surirella"
"Surirella iowensis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"iowensis"	""	2	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Surirella"
"Surirella minuta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"minuta"	""	2	4	2	NA	3	3	5	3	"H"	"H"	"H"	NA	"Surirella"
"Surirella ovalis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Surirellales"	"Surirellaceae"	NA	"Surirella"	"ovalis"	""	2	4	4	2	4	3	5	3	"H"	NA	NA	NA	"Surirella"
