COMID	Reach Mod Status	Reach Mod Status Reasoning	Reach Flow Status	Reach Flow Status Reasoning
20350661	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350663	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20350665	Unk	05YN_LULC_LikeDist	Ephemeral	05Y3_Ephem
20350667	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350687	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20350689	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350715	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20350735	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20350737	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20350757	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20350779	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350831	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350919	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20350969	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20351049	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20351071	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20351073	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20351599	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20351611	Unk	05YN_LULC_LikeDist	Ephemeral	05Y3_Ephem
20351691	Mod	02_Ftype_Mod	Ephemeral	02Y_UplandVeg
20355350	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20355526	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20362541	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20362549	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20362583	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20363869	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20363889	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20363893	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20364491	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20364493	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20364871	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20364879	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20364881	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20364909	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20364929	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20364931	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20364941	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20364997	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20364999	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20365007	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20365011	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20365025	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20365033	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20365035	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20365051	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20365057	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20365067	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20365085	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20365099	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20365121	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22514172	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22514174	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22514218	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22514720	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22514756	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22514762	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22515744	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22515774	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22516646	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22516648	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22516650	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22516652	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22516658	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22517988	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22517990	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22522997	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22523041	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22523043	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22523045	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22523063	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22523111	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22524685	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22524687	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22524691	Natural	04Y_LULC_Nat	Ephemeral	02Y_UplandVeg
22532880	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22532976	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22532980	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22535060	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22535204	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22535440	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22535442	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22535444	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22535466	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22545207	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22545235	Unk	05YN_LULC_LikeDist	Ephemeral	05N2_RipVeg
22545381	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
22545393	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
22545479	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22545481	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22547123	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22547361	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22547369	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
22548235	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22548259	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548351	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548371	Unk	07_LULC_Dist	Perennial	01_Fcode
22548373	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
22548397	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548405	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22548477	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22548515	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22549157	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22549159	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22549161	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22549165	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22549167	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22549169	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22549187	Mod	02_Ftype_Mod	Perennial	05Y1_Per
22549475	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22549491	Natural	04Y_LULC_Nat	Perennial	05Y1_Per
22549511	Natural	04Y_LULC_Nat	Ephemeral	02Y_UplandVeg
22549579	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
22550557	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22554834	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22555044	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22555092	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555268	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555270	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
22555294	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555306	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555308	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
22555312	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22555314	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22555316	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555318	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22555320	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22555322	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22555326	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
22555346	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22555348	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555358	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555362	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555366	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555422	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555454	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555466	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555472	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555474	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555494	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555516	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22555544	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555546	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555548	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555572	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555574	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555576	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
22555600	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555602	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22555608	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
22555610	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22555624	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22555626	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555670	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555672	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22555782	Mod	02_Ftype_Mod	Intermittent	05N2_RipVeg
22558956	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22558988	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22559000	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
22560444	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
22560456	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22560460	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22560468	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22560608	Natural	04Y_LULC_Nat	Perennial	01_Fcode
22560610	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22560624	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22560644	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22560666	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22560726	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22560810	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22560826	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22560864	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22560866	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22560884	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22560920	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22561004	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561036	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22561038	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561058	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22561068	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561078	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561106	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22561122	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22561148	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561150	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561152	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
22561166	Natural	04Y_LULC_Nat	Ephemeral	02Y_UplandVeg
22561172	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561176	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561178	Unk	05YN_LULC_LikeDist	Ephemeral	05Y3_Ephem
22561188	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561190	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22561226	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22561228	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22561232	Natural	04Y_LULC_Nat	Perennial	05Y1_Per
22561256	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22561280	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561282	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22561306	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561312	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561328	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561334	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561358	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561368	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22561374	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561376	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22561380	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561382	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22563026	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22563236	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22563434	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22563652	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22590349	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
22591489	Unk	05YN_LULC_LikeDist	Ephemeral	05N2_RipVeg
22601011	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
948070225	Unk	07_LULC_Dist	Ephemeral	05Y3_Ephem
948070249	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
948070250	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
948070251	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070385	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
948070393	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
948070515	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
948070559	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17573035	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
17574891	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20332978	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20348247	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348599	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348601	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348673	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348725	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350747	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20350793	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22563184	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17586532	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20328692	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329482	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20333394	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341863	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348351	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20348901	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22514220	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20329480	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348199	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348323	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348325	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20348335	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22548459	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20329526	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20329664	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348643	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348761	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20334698	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22548523	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20325289	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325265	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17586888	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17586778	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22556204	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329478	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
22563402	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20348389	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17575015	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22545211	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325051	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20329792	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325219	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20329786	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20330872	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20362531	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17564084	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17586798	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20334394	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362547	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22549163	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22517994	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20325373	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350519	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333428	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348647	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20348181	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350739	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
17594905	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20365075	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22563172	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20332496	LikelyNat	06_LULC_Nat	Perennial	04_Model13
17590164	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17574271	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20331338	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17564102	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341493	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325383	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17595299	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332962	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20329752	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350531	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20342719	Mod	02_Ftype_Mod	Intermittent	05Y2_Int
20333530	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22516666	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22550529	LikelyMod	03_Dam	Ephemeral	02Y_UplandVeg
20333490	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350741	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20342615	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20341865	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332468	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20344435	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17586490	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20334666	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325347	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20333388	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333584	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22591831	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20329470	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362521	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20365135	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22591325	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20329720	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20365047	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333654	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20332454	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22563270	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22555696	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20325097	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20343465	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22548205	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
17570425	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325657	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22561356	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17574879	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20332750	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20332516	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350939	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22555694	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20362721	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348339	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332566	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332692	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348475	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17573725	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22557828	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
948070291	Unk	04YN_LULC_LikeNat	Perennial	01_Fcode
22516664	LikelyMod	03_Dam	Ephemeral	02Y_UplandVeg
20351053	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332746	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20326363	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17590206	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20328680	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348675	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20326357	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362771	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22555780	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20325371	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17574959	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350733	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586598	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20334388	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22549541	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20329816	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22560874	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561308	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350791	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20326397	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348877	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325095	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20351607	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332800	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590314	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332434	Unk	05YN_LULC_LikeDist	Perennial	04_Model13
20350709	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329556	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20329676	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22555284	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22560622	Natural	04Y_LULC_Nat	Perennial	05Y1_Per
20329742	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17595471	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325511	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22525655	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22547455	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
